id,category,name,mandatory,scope,normative_source,criteria_ref,description,fixture_id,test_file,artifact_path,tolerance_id,decision_refs,allowed_terminal_statuses,current_status,numeric_parity,evidence,notes
F046,legacy,Legacy deprecation warnings,false,compat,Legacy Stata,F046,Warning and migration text,F046,tests/stata/test-f046.do,tests/fixtures/parity/f046,EXACT,D008,parity-verified|approved-divergence|unsupported-by-design,parity-verified,behavioral,tests/fixtures/parity/f046/metadata/manifest.json;tests/stata/test-f046.do;tests/meta/test-legacy-migration-guide.sh;docs/legacy-migration-guide.md;reports/implementation-status.md,"Legacy migration-warning gate passed for retained aliases method(dripw) -> dr, method(stdipw) -> ipw, asinr no-op, and wboot rademacher/mammen aliases mapped to R-compatible rademacher multipliers with requested distribution recorded; the generated migration checklist links retained warnings to F045 old-default divergence evidence, F016/F017 unbalanced and unsupported legacy evidence, F035 bootstrap option evidence, and F040-F044/JEL release blockers"
F047,differential,Randomized differential testing,true,release,R did 2.5.1,F047,Seeded small-panel differential tests,F047,tests/stata/test-f047.do,tests/fixtures/parity/f047,TOL002,D001,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/f047/metadata/manifest.json;tests/stata/test-f047.do;tests/run-smoke.sh;reports/implementation-status.md,"Seeded small-panel randomized differential fixture passed against R did 2.5.1 for balanced panel, true repeated-cross-section, and unbalanced-ivar-as-RC paths across selected dr/reg/ipw, nevertreated/notyettreated, varying/universal, covariate/no-covariate, and weighted/unweighted cells; ATT(g,t) and simple/dynamic aggregation match under TOL002"
F048,monte-carlo,Monte Carlo sanity,true,release,R did 2.5.1,F048,Known DGP sanity checks,F048,tests/stata/test-f048.do,tests/fixtures/parity/f048,TOL008,D001,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/f048/metadata/manifest.json;tests/stata/test-f048.do;tests/run-smoke.sh;reports/implementation-status.md,"Known-DGP Monte Carlo sanity gate passed: 200 fixed two-period balanced-panel simulations with true ATT 1.0 match R did 2.5.1 per-rep ATT/SE under TOL002, and Stata summary satisfies TOL008 with abs bias about 0.0051 and 95% coverage error 0.01"
F049,performance,Performance pathology,true,release,R did 2.5.1,F049,Scale and memory budgets,F049,tests/stata/test-f049.do,tests/fixtures/parity/f049,TOL007,D001,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/f049/metadata/manifest.json;tests/stata/test-f049.do;tests/run-smoke.sh;reports/implementation-status.md,"Default performance pathology gate passed against frozen budgets: 1,000-row small smoke, 50,000-row medium fast-path panel, and 209-cell aggregation benchmark are under wall-clock budgets and Stata c(memory) setting is under default memory budgets; external max-RSS profiling remains an opt-in release wrapper task"
F050,release,Clean install and portability,true,release,R did 2.5.1,F050,Install and isolated adopath,F050,tests/stata/test-f050.do,tests/fixtures/parity/f050,EXACT,D001,parity-verified|approved-divergence,parity-verified,behavioral,tests/fixtures/parity/f050/metadata/manifest.json;tests/stata/test-f050.do;reports/implementation-status.md,"Local build and net install from the checkout into isolated temporary PLUS/PERSONAL directories passed on Stata 17 MP; installed ado/mata/help files resolved from the isolated PLUS tree and installed csdid/csdid_stats/saverif smoke commands, including saved RIF weight-column schema, passed without network access"
F051,release,Release defaults and UX,true,release,R did 2.5.1 point-estimate defaults plus frozen Stata release UX contract,F051,Omitted-option defaults and release UX surface,F051,tests/stata/test-f051.do,tests/fixtures/parity/f051,TOL001,D001;D003;D008;D009;D016,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/f051/metadata/manifest.json;tests/stata/test-f051.do;reports/implementation-status.md,"RECONSTRUCTED 2026-07-27: this row existed only in the uncommitted working tree and was lost to an accidental git checkout. Structural fields are recovered from authoritative sources - matrix_id, normative_source, decision_refs and tolerance_ids from tests/fixtures/parity/f051/metadata/manifest.json; name and criteria from docs/verification-criteria.md; parity-verified status from reports/implementation-status.md. The description and this note are NOT the original wording. OWNER: verify this row against your intent before release."
RT001,r-test-map,test-aggte-clustervars-override,true,test-inheritance,R did 2.5.1,RT001,Map R test file to Stata coverage,RT001,tests/stata/r/test-aggte-clustervars-override.do,tests/fixtures/parity/rt001,EXACT,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt001/metadata/manifest.json;tests/stata/r/test-aggte-clustervars-override.do;tests/fixtures/parity/rt001/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt001/expected/contract/approved-divergence.csv;reports/implementation-status.md,"RT001 maps analytical R aggte clustervars override behavior: csdid_stats inherits clustered aggregation SEs, honors same-variable cluster()/clustervars() overrides without warning, warns and falls back to non-clustered analytical SEs when csdid was not clustered or a different cluster variable is requested, and preserves the R source-test map. Approved divergence RT001-DIV001 records the R aggregation-bootstrap override subtest because aggregation bootstrap remains outside the current public Stata aggregation contract"
RT002,r-test-map,test-aggte-comprehensive,true,test-inheritance,R did 2.5.1,RT002,Map R aggregation comprehensive tests,RT002,tests/stata/r/test-aggte-comprehensive.do,tests/fixtures/parity/rt002,TOL002,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt002/metadata/manifest.json;tests/stata/r/test-aggte-comprehensive.do;tests/fixtures/parity/rt002/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt002/expected/contract/approved-divergence.csv;reports/implementation-status.md;tools/parity/generators/rt002/generate.R,"RT002 maps 30 public assertions from R did 2.5.1 tests/testthat/test-aggte-comprehensive.R at sha256 99cf542b7b8dc91ca403cdd5b12028256631d48f4095997012dcf2b4211741ae to public Stata csdid_stats gates covering simple/dynamic/group/calendar aggregation, windows, balance_e, na_rm, public metadata, level preservation, and the group max_e/na_rm exclusion regression. Approved divergences RT002-DIV001 and RT002-DIV002 record R AGGTEobj aggregation influence-function slots and aggregation-level bootstrap cband critical values, which are outside the current public Stata aggregation contract CONVERTED 2026-07-27 from behavioral to measured: the aggregation assertions were loose bounds such as abs(G[1,4]-1)<.5 and never compared against R. Now pins all eight aggregations the test exercises - simple, group, calendar, dynamic, and the min_e/max_e/balance_e dynamic variants - against R overall values and 25 per-event-time cells at 1e-9."
RT003,r-test-map,test-aggte-edge-coverage,true,test-inheritance,R did 2.5.1,RT003,Map R aggregation edge tests,RT003,tests/stata/r/test-aggte-edge-coverage.do,tests/fixtures/parity/rt003,TOL002,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/rt003/metadata/manifest.json;tests/stata/r/test-aggte-edge-coverage.do;tests/fixtures/parity/rt003/expected/contract/upstream-test-map.csv;reports/implementation-status.md,"RT003 maps both public R did tests/testthat/test-aggte-edge-coverage.R blocks at sha256 774a712a6c3c035c4330658a3078b57b6e0031676c034331a6852cb197cb8065; Stata verifies simple/group/dynamic/calendar aggregation parity for one treated group plus never-treated controls, finite overall ATT/SE, and dynamic min_e=-1/max_e=1 event-window consistency"
RT004,r-test-map,test-always-treated-invariance,true,test-inheritance,R did 2.5.1,RT004,Map always-treated invariance tests,RT004,tests/stata/r/test-always-treated-invariance.do,tests/fixtures/parity/rt004,TOL002,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/rt004/metadata/manifest.json;tests/stata/r/test-always-treated-invariance.do;tests/fixtures/parity/rt004/expected/contract/upstream-test-map.csv;reports/implementation-status.md;tools/parity/generators/rt004/generate.R,"RT004 maps all seven R did tests/testthat/test-always-treated-invariance.R blocks at sha256 8c9632da1dc7d453cea1c6acc2766fa35d93a644e2c77cab39ed3f3130f062ec; Stata verifies keyed ATT(g,t) common-cell missingness and finite-value invariance after dropping literal and anticipation-induced always-treated cohorts, invariance to rescaling always-treated outcomes, fast/baseline agreement in the no-never plus always-treated regime, latest-cohort retention as controls but not estimated ATT groups, and default nevertreated fallback invariance CONVERTED 2026-07-27 behavioral -> measured: the assertions checked an invariance (rescaling one cohort leaves other cohorts unchanged), which is self-referential and holds even if every value is wrong. 57 cells across eight designs now pinned at 1e-9."
RT005,r-test-map,test-att_gt,true,test-inheritance,R did 2.5.1,RT005,Map core att_gt tests,RT005,tests/stata/r/test-att_gt.do,tests/fixtures/parity/rt005,TOL002,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt005/metadata/manifest.json;tests/stata/r/test-att_gt.do;reports/implementation-status.md,"Stata maps 44 public source blocks from R test-att_gt through the public att_gt command gate for estimation, aggregation, unbalanced-as-RC, not-yet-treated controls, anticipation, base periods, weights, fix_weights, influence functions, clustered SEs, fast/baseline equality, validation, and reserved column names; R function-valued custom estimator callback cases are approved divergences"
RT006,r-test-map,test-audit-fixes,true,test-inheritance,R did 2.5.1,RT006,Map audit regression tests,RT006,tests/stata/r/test-audit-fixes.do,tests/fixtures/parity/rt006,TOL002,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt006/metadata/manifest.json;tests/stata/r/test-audit-fixes.do;reports/implementation-status.md,"RT006 maps public R audit-fix behavior for fix_weights(varying), aggregation guards, negative gvar rejection, and calendar ignored-window warnings. Stata now avoids the doubled-SE regression for no-weight fix_weights(varying), preserves default no-weight simple aggregation SEs, emits R-compatible calendar ignored-window warnings, and returns clean empty-window diagnostics; approved divergences record Stata fast-request fallback for fix_weights(varying) method(dr) and R-only non-exported parallel multiplier-bootstrap helper internals."
RT007,r-test-map,test-cluster-analytic,true,test-inheritance,R did 2.5.1,RT007,Map analytical cluster tests,RT007,tests/stata/r/test-cluster-analytic.do,tests/fixtures/parity/rt007,TOL002,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/rt007/metadata/manifest.json;tests/stata/r/test-cluster-analytic.do;tests/fixtures/parity/rt007/expected/contract/upstream-test-map.csv;reports/implementation-status.md,"RT007 maps R did tests/testthat/test-cluster-analytic.R at sha256 6f7d7bd4ba73c1f92826c799bac176c3a4bfdc6be91a3505625ab602d6c04a56; Stata verifies analytical ATT(g,t) clustered SEs equal cluster-sum targets in regular/requested-fast panel and repeated-cross-section modes, clustered SEs differ from iid SEs when clusters share shocks, clustered bootstrap IQR/raw-draw SD scales agree with analytical SEs for panel DGPs, repeated-cross-section clustered bootstrap agrees with analytical SEs, and clustered analytical SEs propagate through simple/group/dynamic aggregation; F035 guards exact seeded BMisc/R rademacher multiplier-stream parity while RT007 remains a cluster-analytic and bootstrap-scale inheritance fixture"
RT008,r-test-map,test-compute-inffunc,true,test-inheritance,R did 2.5.1,RT008,Map compute_inffunc tests,RT008,tests/stata/r/test-compute-inffunc.do,tests/fixtures/parity/rt008,EXACT,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt008/metadata/manifest.json;tests/stata/r/test-compute-inffunc.do;tests/fixtures/parity/rt008/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt008/expected/contract/approved-divergence.csv;reports/implementation-status.md;tools/parity/generators/rt008/generate.R,"RT008 maps R did tests/testthat/test-compute-inffunc.R at sha256 9dea0d0943c8fd425f6757a2d47fd6c67a4aa549ac0bc6785e4fccbb3a4ab59d as approved divergence: all eight source blocks directly test compute_inffunc=FALSE point-estimates-only MP object behavior and custom-estimator callbacks; the Stata port keeps influence functions available for public SEs, saved RIF artifacts, and postestimation, and rejects compute_inffunc() as unsupported CONVERTED 2026-07-27 behavioral -> measured: the influence function is compared VALUE BY VALUE, not only through the standard errors it implies. att_gt exports it on the MP object, so 972 entries across three methods are pinned at 1e-9. This is the strongest single check in the suite: the influence function drives every SE, every aggregation and every bootstrap draw."
RT009,r-test-map,test-conditional-did-pretest,true,test-inheritance,R did 2.5.1,RT009,Map conditional pretest tests,RT009,tests/stata/r/test-conditional-did-pretest.do,tests/fixtures/parity/rt009,EXACT,D004,parity-verified|approved-divergence,approved-divergence,mapping,tests/fixtures/parity/rt009/metadata/manifest.json;tests/stata/r/test-conditional-did-pretest.do;tests/fixtures/parity/rt009/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt009/expected/contract/approved-divergence.csv;reports/implementation-status.md,"RT009 maps R did tests/testthat/test-conditional-did-pretest.R at sha256 c09ea5dce40d692776f14ac6b53de39100f9d25f38bd5db87ea182daafdc83b7 as approved divergence: all three source blocks directly test the standalone conditional_did_pretest()/MP.TEST helper surface and internal precompute/bootstrap-scale behavior; the Stata port has no public conditional_did_pretest or MP.TEST surface, while public bootstrap and pre-period behavior remains verified through csdid/csdid_stats/csdid_estat inference rows"
RT010,r-test-map,test-edge-cases,true,test-inheritance,R did 2.5.1,RT010,Map R edge case tests,RT010,tests/stata/r/test-edge-cases.do,tests/fixtures/parity/rt010,TOL002,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/rt010/metadata/manifest.json;tests/stata/r/test-edge-cases.do;tests/fixtures/parity/rt010/expected/contract/upstream-test-map.csv;reports/implementation-status.md;tools/parity/generators/rt010/generate.R,"RT010 maps all eleven R did tests/testthat/test-edge-cases.R blocks at sha256 1250ee7e6675d809fc65d98c83f81ec9f8af42b0e297af2b82ae05f3d905a2a3; Stata verifies finite ATT(g,t) for single-treated, two-period universal-base, nonconsecutive time, balanced, unbalanced-as-RC, and single-post-treatment designs; nonmissing simple/dynamic/group/calendar aggregation for the single-treated design; no-never notyet success and nevertreated fallback warning; first-period-treated warning/drop behavior; and nonconsecutive group-value support CONVERTED 2026-07-27 behavioral -> measured: eight edge-case designs pinned against R, 40 cells at 1e-9 - single treated unit, two periods, no never-treated group, non-consecutive time and cohort codes, balanced and unbalanced, single post period. These are the shapes most likely to expose a divergence and none had an R comparison."
RT011,r-test-map,test-error-handling,true,test-inheritance,R did 2.5.1,RT011,Map error handling tests,RT011,tests/stata/r/test-error-handling.do,tests/fixtures/parity/rt011,EXACT,D004,parity-verified|approved-divergence,approved-divergence,behavioral,tests/fixtures/parity/rt011/metadata/manifest.json;tests/stata/r/test-error-handling.do;tests/fixtures/parity/rt011/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt011/expected/contract/approved-divergence.csv;reports/implementation-status.md,"RT011 maps R did tests/testthat/test-error-handling.R at sha256 66b0e390e67447f0c154ed386036bd497eb7af42c9610b41680a79a3077f50b7; Stata verifies 29 public command-surface diagnostics or success checks for invalid options, missing or malformed variables, sample dropping, repeated cross sections without ivar(), invalid level/bootstrap reps, clustered analytical/bootstrap validation, aggregation validation, overlap warnings, and no-never-treated fallback. Approved divergences RT011-DIV001 through RT011-DIV003 record R-only helper APIs, mutable S3 internals, unrepresentable argument shapes, graph helper scalar controls, Wald-pretest messaging, extra-dot warning behavior, and owner-directed unbalanced-panel handling"
RT012,r-test-map,test-faster-mode-consistency,true,test-inheritance,R did 2.5.1,RT012,Map optimized path equivalence tests,RT012,tests/stata/r/test-faster-mode-consistency.do,tests/fixtures/parity/rt012,TOL002,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt012/metadata/manifest.json;tests/stata/r/test-faster-mode-consistency.do;tests/fixtures/parity/rt012/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt012/expected/contract/approved-divergence.csv;reports/implementation-status.md;tools/parity/generators/rt012/generate.R,"RT012 maps R did tests/testthat/test-faster-mode-consistency.R at sha256 caf632cecc7a68982b6b81d8667d6db4145eadd974875be4fcce436bd829c172; Stata verifies representative public fast/baseline behavior: requested-fast covariate fallback equality for balanced, repeated-cross-section, and unbalanced inputs, real fast no-covariate method(reg) equality, and aggregation equality. The full 36-way covariate fallback grid is covered by PY009/F032/RT025. Approved divergence RT012-DIV001 records R's custom-estimator partial-NA influence-function callback, which has no public Stata command analogue CONVERTED 2026-07-27 behavioral -> measured: the test proved the fast and baseline kernels agree with each other, which both being wrong would also satisfy. Five configurations now pinned against R, 63 cells at 1e-9."
RT013,r-test-map,test-ggdid,true,test-inheritance,R did 2.5.1,RT013,Map plotting tests through plot data,RT013,tests/stata/r/test-ggdid.do,tests/fixtures/parity/rt013,TOL005,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt013/metadata/manifest.json;tests/stata/r/test-ggdid.do;tests/fixtures/parity/rt013/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt013/expected/contract/approved-divergence.csv;reports/implementation-status.md,"RT013 maps R did tests/testthat/test-ggdid.R at sha256 5752409812175f8f659750b50d2f57844bc78a0715beb6be98ade666f44838e3; Stata verifies csdid_plot plot-data exports for ATT(g,t), group filtering, invalid-group diagnostics, dynamic/group/calendar aggregation, and simple-aggregation rejection. Approved divergence RT013-DIV001 records that R ggplot label/theme/ref_line controls are rendered-graph styling outside the frozen Stata plot-data contract"
RT014,r-test-map,test-glance,true,test-inheritance,R did 2.5.1,RT014,Map glance output tests,RT014,tests/stata/r/test-glance.do,tests/fixtures/parity/rt014,EXACT,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt014/metadata/manifest.json;tests/stata/r/test-glance.do;tests/fixtures/parity/rt014/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt014/expected/contract/approved-divergence.csv;reports/implementation-status.md,RT014 maps 12 public glance.MP/glance.AGGTEobj metadata tests from R did tests/testthat/test-glance.R at sha256 eb89be6352de487c4fe03983001673e96cda9c8930f9557a4b48f3ce48fe54c3; Stata verifies csdid_estat glance metadata for MP and simple/dynamic/group/calendar aggregation objects in slow and fast-request paths; approved divergence covers five R-only DIDparams slot mutation and arbitrary custom-estimator callback tests with no public Stata command analogue
RT015,r-test-map,test-inference,true,test-inheritance,R did 2.5.1,RT015,Map inference tests,RT015,tests/stata/r/test-inference.do,tests/fixtures/parity/rt015,TOL002,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt015/metadata/manifest.json;tests/stata/r/test-inference.do;tests/fixtures/parity/rt015/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt015/expected/contract/approved-divergence.csv;reports/implementation-status.md;tools/parity/generators/rt015/generate.R,"RT015 maps current public inference surfaces from R did 2.5.1 tests/testthat/test-inference.R at sha256 3a39714114bb5157f619f3184d2e21011c49c1a1a828405ee35b24c027eb131f: panel, clustered panel, repeated-cross-section, and clustered repeated-cross-section ATT(g,t) SEs, influence-function dimensions, cluster metadata, and dynamic/group/calendar aggregation SEs. Approved divergence RT015-DIV001 records the R did 2.1.2 temporary-library historical object comparison, which has no public Stata command analogue CONVERTED 2026-07-27 from behavioral to measured: the test ran csdid across panel and repeated cross sections, three methods, and clustered/unclustered analytical inference, but never compared a standard error against R. Now pins all twelve combinations - 108 cells, 54 of them clustered - against R ATT and SE at 1e-9. Clustered analytical SEs had no R comparison anywhere before this."
RT016,r-test-map,test-jel_replication,true,test-inheritance,R did 2.5.1,RT016,Map R JEL replication tests,RT016,tests/stata/r/test-jel_replication.do,tests/fixtures/parity/rt016,TOL004,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/rt016/metadata/manifest.json;tests/stata/r/test-jel_replication.do;tests/run-jel-smoke.sh;reports/implementation-status.md,"R test-jel_replication.R inheritance map passed: F041 covers Table 7 point estimates, F042 covers 2xT raw ATT(g,t) and covariate-method event-study checks, F043 covers GxT no-covariate and DR-covariate checks, and F040 covers the JEL fast-request regular-mode equality case through explicit baseline fallback equality"
RT017,r-test-map,test-mboot-cluster,true,test-inheritance,R did 2.5.1,RT017,Map multiplier bootstrap cluster tests,RT017,tests/stata/r/test-mboot-cluster.do,tests/fixtures/parity/rt017,TOL003,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/rt017/metadata/manifest.json;tests/stata/r/test-mboot-cluster.do;tests/fixtures/parity/rt017/expected/contract/upstream-test-map.csv;reports/implementation-status.md,"RT017 maps all three public assertions in R did tests/testthat/test-mboot-cluster.R at sha256 13955d5d8c5998432833c209351f16c2c197b7e4f88bdc0ce51a842f6e923258; Stata verifies cluster_vector/influence-function alignment, unbalanced cluster-sum versus cluster-mean separation, balanced cluster-sum equals cluster-mean, clustered bootstrap SEs track the cluster-sum target for ATT(2,2), and multiple non-id cluster declarations are rejected; F035 guards exact seeded BMisc/R rademacher multiplier-stream parity while RT017 remains a cluster-summed bootstrap inheritance fixture"
RT018,r-test-map,test-mboot-postprocess,true,test-inheritance,R did 2.5.1,RT018,Map multiplier bootstrap postprocess tests,RT018,tests/stata/r/test-mboot-postprocess.do,tests/fixtures/parity/rt018,EXACT,D004,parity-verified|approved-divergence,approved-divergence,mapping,tests/fixtures/parity/rt018/metadata/manifest.json;tests/stata/r/test-mboot-postprocess.do;tests/fixtures/parity/rt018/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt018/expected/contract/approved-divergence.csv;reports/implementation-status.md,"RT018 maps R did tests/testthat/test-mboot-postprocess.R at sha256 184431a6dbf1f2dc56f2ac91aaf47592938c6b10026f21e41084e6ed500fdc6d as approved divergence: both source blocks directly test R's internal mboot() helper on synthetic influence-function matrices and DIDparams-like lists; the Stata port has no public mboot helper command, while public multiplier-bootstrap behavior remains verified through csdid/csdid_stats bootstrap, simultaneous-band, cluster-bootstrap, and inference rows"
RT019,r-test-map,test-modelmatrix-hoist,true,test-inheritance,R did 2.5.1,RT019,Map model matrix hoist tests,RT019,tests/stata/r/test-modelmatrix-hoist.do,tests/fixtures/parity/rt019,TOL002,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt019/metadata/manifest.json;tests/stata/r/test-modelmatrix-hoist.do;reports/implementation-status.md,"Stata maps five public covariate/factor/sparse-factor source assertions from R test-modelmatrix-hoist and verifies ATT(g,t), SE, dense factor/manual-dummy equivalence, sparse missing patterns, and singular-warning counts; R-only model.matrix, faster_mode, poly(), formula-time non-finite transform, matrix-valued formula, and retained-empty-factor-level internals are approved divergences"
RT020,r-test-map,test-mutation-safety,true,test-inheritance,R did 2.5.1,RT020,Map mutation safety tests,RT020,tests/stata/r/test-mutation-safety.do,tests/fixtures/parity/rt020,EXACT,D004,parity-verified|approved-divergence,approved-divergence,behavioral,tests/fixtures/parity/rt020/metadata/manifest.json;tests/stata/r/test-mutation-safety.do;tests/fixtures/parity/rt020/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt020/expected/contract/approved-divergence.csv;reports/implementation-status.md,"RT020 maps R did tests/testthat/test-mutation-safety.R at sha256 f31e6211fbba13b3e8c49d1e9fa10a8c350c36d0258fc253e7798b9c6c41f5fb; Stata verifies active dataset variable names, values, and row order are unchanged for panel and repeated-cross-section inputs with and without requested fast mode; approved divergence RT020-DIV001 records that R's data.frame/data.table object-class split has no separate Stata command-surface analogue"
RT021,r-test-map,test-output-methods-coverage,true,test-inheritance,R did 2.5.1,RT021,Map output methods coverage tests,RT021,tests/stata/r/test-output-methods-coverage.do,tests/fixtures/parity/rt021,EXACT,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt021/metadata/manifest.json;tests/stata/r/test-output-methods-coverage.do;tests/fixtures/parity/rt021/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt021/expected/contract/approved-divergence.csv;reports/implementation-status.md;tools/parity/generators/rt021/generate.R,"RT021 maps R did tests/testthat/test-output-methods-coverage.R at sha256 bc976fa5586002f0e83864fe84dc18d0b7607a4e35ec011419ffca673edae9bd; Stata verifies csdid_stats/csdid_estat output surfaces for all aggregation types and pointwise not-yet-treated dr/ipw/reg branches; approved divergences RT021-DIV001 through RT021-DIV003 record R-only conditional_did_pretest/MP.TEST, trimmer, and get_wide_data helper APIs with no public Stata command analogue CONVERTED 2026-07-27 behavioral -> measured: 27 cells across the three methods with not-yet-treated controls, pinned against R at 1e-9."
RT022,r-test-map,test-overlap-guard-cache,true,test-inheritance,R did 2.5.1,RT022,Map overlap guard cache tests,RT022,tests/stata/r/test-overlap-guard-cache.do,tests/fixtures/parity/rt022,EXACT,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt022/metadata/manifest.json;tests/stata/r/test-overlap-guard-cache.do;tests/fixtures/parity/rt022/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt022/expected/contract/approved-divergence.csv;reports/implementation-status.md;tools/parity/generators/rt022/generate.R,"RT022 maps R did tests/testthat/test-overlap-guard-cache.R at sha256 0c703c15508197c525930dbe0718ff159c35163364020b7852a3a94ca80622d9; Stata verifies the public overlap-warning count/text assertion on the separated-design shape and absence of leaked internal 2x2 errors. Approved divergences RT022-DIV001 and RT022-DIV002 record direct calls to non-exported R overlap/rcond guard helpers and the R-only did.disable_check_cache toggle CONVERTED 2026-07-27 behavioral -> measured: the test counted overlap warnings, showing the guard triggers but not that it triggers on the SAME cells R refuses. Now compares the refusal SET against R cell for cell; R declines all six on this design and so must csdid."
RT023,r-test-map,test-pretest-vectorization,true,test-inheritance,R did 2.5.1,RT023,Map pretest vectorization tests,RT023,tests/stata/r/test-pretest-vectorization.do,tests/fixtures/parity/rt023,TOL002,D004,parity-verified|approved-divergence,approved-divergence,mapping,tests/fixtures/parity/rt023/metadata/manifest.json;tests/stata/r/test-pretest-vectorization.do;tests/fixtures/parity/rt023/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt023/expected/contract/approved-divergence.csv;reports/implementation-status.md,"RT023 maps R did tests/testthat/test-pretest-vectorization.R at sha256 7aa2650b67772424643c84a71e20ba9cd1056afa414f939aebb9031956960fe8 as approved divergence: all four source blocks directly test conditional-pretest helper internals indicator() and test.mboot(), including an R skipped large-array tiling path, and the Stata port has no public conditional_did_pretest or MP.TEST surface. Public bootstrap behavior remains verified through csdid/csdid_stats inference rows"
RT024,r-test-map,test-robustness-guards,true,test-inheritance,R did 2.5.1,RT024,Map robustness guard tests,RT024,tests/stata/r/test-robustness-guards.do,tests/fixtures/parity/rt024,EXACT,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt024/metadata/manifest.json;tests/stata/r/test-robustness-guards.do;tests/fixtures/parity/rt024/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt024/expected/contract/approved-divergence.csv;reports/implementation-status.md;tools/parity/generators/rt024/generate.R,"RT024 maps R did tests/testthat/test-robustness-guards.R at sha256 7aead08bef062586173ef9c67430378fd9aa77f97487d93521c782e9d10f51da; Stata verifies duplicate id-time rejection, negative and zero-mean weight rejection, positive-weight acceptance, no-treated-cell warnings and missing cells, never-treated-small-control rejection, fractional unbalanced id baseline/fast equality, user columns named weights as outcome/covariate, transformed non-finite covariate dropping, and panel NaN-to-missing parity. Approved divergences RT024-DIV001 through RT024-DIV003 record R-only overlap_logit_fit/complete_finite_cases helpers and R Inf-coded never-treated timing, which has no Stata numeric analogue CONVERTED 2026-07-27 behavioral -> measured: most inputs exist to trigger refusals and remain behavioral by nature; the two designs that estimate (weighted, fractional-unbalanced) are pinned against R, 18 cells at 1e-9."
RT025,r-test-map,test-slowpath-precompute,true,test-inheritance,R did 2.5.1,RT025,Map slowpath precompute tests,RT025,tests/stata/r/test-slowpath-precompute.do,tests/fixtures/parity/rt025,TOL002,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt025/metadata/manifest.json;tests/stata/r/test-slowpath-precompute.do;tests/fixtures/parity/rt025/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt025/expected/contract/approved-divergence.csv;reports/implementation-status.md;tools/parity/generators/rt025/generate.R,"RT025 maps R did tests/testthat/test-slowpath-precompute.R at sha256 eb3a27274bb20d2edffab5c50689c490af066d6bb63d1bd92d9d99a231482330; Stata verifies the two public invariants in the file: requested-fast fallback equality for repeated-cross-section and unbalanced inputs, and input-row-order invariance. Approved divergence RT025-DIV001 records six R-only did.disable_precompute/get_wide_data legacy-path comparisons that have no public Stata command analogue CONVERTED 2026-07-27 behavioral -> measured: the assertions compared the two internal paths to each other and checked row-order invariance, both self-consistency. Four designs now pinned against R, 48 cells at 1e-9."
